title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,district,security_score,safety_score,cost_score,services_score,final_score
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,2 baños,80 m²,2022.0,S/.375,Apartamento,Alquiler,4 mar. 2023 - Publicado por JY Inmobiliaria SAC,https://www.properati.com.pe/detalle/14032-32-bdb7-ecdd49f33496-9baebb64-8a91-4e80,3700.0,80.0,2,2,MIRAFLORES,7.68,7.68,9.9875,7.52,8.57
Casa en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ","S/.11,000",10 dormitorios,10 baños,165 m²,2015.0,,Casa,Alquiler,24 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3ed6-515c72162e41-263f2e17-b794-47ac,11000.0,165.0,10,10,SAN JUAN DE MIRAFLORES,6.62,6.62,9.981981981981981,9.64,8.57
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",USD600,1 dormitorio,1 baño,50 m²,2007.0,S/.142,Apartamento,Alquiler,2 dic. 2022 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-9770-70874f95b851-b218178b-a83d-49af,2220.0,50.0,1,1,SAN ISIDRO,8.86,8.86,9.988,5.119999999999999,8.56
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,350",2 dormitorios,2 baños,105 m²,2021.0,S/.200,Apartamento,Alquiler,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-99d1-536917d3ed6a-1c366c76-81c9-4917,4995.0,105.0,2,2,MIRAFLORES,7.68,7.68,9.987142857142857,7.4799999999999995,8.56
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,600",2 dormitorios,2 baños,211 m²,2020.0,,Apartamento,Alquiler,11 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-6cc6-40ee337896aa-f416a95b-8d7c-341f,5920.0,211.0,2,2,MIRAFLORES,7.68,7.68,9.992417061611373,7.4399999999999995,8.56
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.3,769",2 dormitorios,2 baños,65 m²,2021.0,S/.330,Apartamento,Alquiler,22 ene. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-a4e3-5870872bcd9a-446d95a2-a850-45db,3769.0,65.0,2,2,MIRAFLORES,7.68,7.68,9.984328482328483,7.4799999999999995,8.56
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,2 baños,125 m²,1998.0,S/.470,Apartamento,Alquiler,"Hace 1 semana, 20 horas - Publicado por Verónica Arosemena",https://www.properati.com.pe/detalle/14032-32-c59e-6af57e34eca1-18053513-8ad0-4d02,3700.0,125.0,3,2,MIRAFLORES,7.68,7.68,9.991999999999999,7.460000000000001,8.56
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD750,2 dormitorios,2 baños,70 m²,2020.0,S/.250,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d42a-33cfa9e4777b-e68216a0-9712-120d,2775.0,70.0,2,2,MIRAFLORES,7.68,7.68,9.989285714285714,7.4399999999999995,8.56
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,000",6 dormitorios,2 baños,120 m²,1960.0,,Apartamento,Alquiler,29 ene. 2023 - Publicado por RE/MAX Uno,https://www.properati.com.pe/detalle/14032-32-5b61-6b5643cd1f61-cdc74c03-af8d-4b81,3700.0,120.0,6,2,MIRAFLORES,7.68,7.68,9.991666666666667,7.4399999999999995,8.56
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,700",2 dormitorios,2 baños,172 m²,2019.0,,Apartamento,Alquiler,9 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-b4e2-68f325837e5c-cffee4a9-a983-37c6,6290.0,172.0,2,2,MIRAFLORES,7.68,7.68,9.990116279069767,7.4,8.55
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,200",3 dormitorios,2 baños,160 m²,1997.0,S/.540,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-986b-c268aadca15b-8b54110b-8645-44b0,4440.0,160.0,3,2,MIRAFLORES,7.68,7.68,9.9925,7.42,8.55
Apartamento en alquiler en Ur. Aurora Este,"Ur. Aurora Este, Surquillo, Lima, Lima ","S/.2,300",2 dormitorios,1 baño,75 m²,1979.0,S/.1,Apartamento,Alquiler,24 feb. 2023 - Publicado por TU HOGAR Y BIENESTAR,https://www.properati.com.pe/detalle/14032-32-6414-a24b7af24ab-d978f100-99d6-4119,2300.0,75.0,2,1,SURQUILLO,8.9,8.9,9.991711711711712,4.9,8.54
Apartamento en alquiler en Ur. Maranga Etapa Iii,"Ur. Maranga Etapa Iii, San Miguel, Lima, Lima ","S/.1,600",2 dormitorios,1 baño,53 m²,1990.0,,Apartamento,Alquiler,3 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-30f2-2c7a63c4abc-58b92a4c-b5fb-4960,1600.0,53.0,2,1,SAN MIGUEL,8.7,8.7,9.991840897501275,5.34,8.54
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD2,200",3 dormitorios,2 baños,200 m²,1996.0,S/.740,Apartamento,Alquiler,1 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-1bda-ae285943ffc4-70cdde0f-b5b5-428f,8140.0,200.0,3,2,MIRAFLORES,7.68,7.68,9.989,7.38,8.54
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,050",1 dormitorio,3 baños,125 m²,2018.0,S/.380,Apartamento,Alquiler,"Hace 1 día, 2 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-3972-d3764fd50aef-18593f76-9b9c-4b00,3885.0,125.0,1,3,MIRAFLORES,7.68,7.68,9.9916,7.359999999999999,8.54
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,600",2 dormitorios,2 baños,59 m²,2018.0,S/.180,Apartamento,Alquiler,"Hace 6 días, 21 horas - Publicado por Remax Visión Miraflores Lima",https://www.properati.com.pe/detalle/14032-32-b131-dcf648d5175e-8a70a8d9-ad23-443a,2600.0,59.0,2,2,MIRAFLORES,7.68,7.68,9.988089784699953,7.359999999999999,8.54
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,2 baños,115 m²,2017.0,S/.600,Apartamento,Alquiler,27 dic. 2022 - Publicado por Global Ceo Net Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-c334-145749678b62-1e08d7f9-bcd6-4d96,5180.0,115.0,2,2,MIRAFLORES,7.68,7.68,9.987826086956522,7.319999999999999,8.53
Apartamento en alquiler en Ur. La Calera De La Merced,"Ur. La Calera De La Merced, Surquillo, Lima, Lima ","S/.1,600",1 dormitorio,1 baño,65 m²,2000.0,S/.280,Apartamento,Alquiler,"Hace 5 días, 10 horas - Publicado por Agentes Asociados",https://www.properati.com.pe/detalle/14032-32-a8d6-7b429a332f52-de4dea4e-a638-44f5,1600.0,65.0,1,1,SURQUILLO,8.9,8.9,9.993347193347192,4.84,8.53
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,2 baños,126 m²,2017.0,S/.530,Apartamento,Alquiler,2 mar. 2023 - Publicado por Maria del Pilar Cabrera S.,https://www.properati.com.pe/detalle/14032-32-ab4-511d4621325f-b443310-9c30-4659,4070.0,126.0,2,2,MIRAFLORES,7.68,7.68,9.99126984126984,7.319999999999999,8.53
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD750,2 dormitorios,2 baños,64 m²,2016.0,S/.259,Apartamento,Alquiler,21 mar. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-464e-3071bca72ba0-87c879a6-bbb1-4765,2775.0,64.0,2,2,MIRAFLORES,7.68,7.68,9.98828125,7.28,8.52
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,80 m²,2016.0,S/.480,Apartamento,Alquiler,"Hace 6 días, 23 horas - Publicado por Corretaje Pelusa",https://www.properati.com.pe/detalle/14032-32-a008-dc332b3b709d-c1400d1e-919d-4243,3145.0,80.0,2,2,MIRAFLORES,7.68,7.68,9.989375,7.28,8.52
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ","S/.2,000",1 dormitorio,1 baño,51 m²,2000.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-92af-4304eb64280b-62602adb-a5e4-40aa,2000.0,51.0,1,1,SAN ISIDRO,8.86,8.86,9.989401165871755,4.84,8.51
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,250",1 dormitorio,1 baño,25 m²,2000.0,,Habitación,Alquiler,19 feb. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-3831-60c1aa56a34d-2f25b518-92b1-4ff2,1250.0,25.0,1,1,SAN BORJA,8.86,8.86,9.986486486486486,4.84,8.51
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",USD750,1 dormitorio,1 baño,70 m²,2000.0,S/.225,Apartamento,Alquiler,14 mar. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-b155-47d0decbe1ef-b1f9e409-9101-4406,2775.0,70.0,1,1,SAN ISIDRO,8.86,8.86,9.989285714285714,4.84,8.51
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,2 baños,100 m²,2014.0,S/.575,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Rocío Mazzetti",https://www.properati.com.pe/detalle/14032-32-1b45-9d2baf50cb5e-aaefd41a-8c6a-4738,3700.0,100.0,2,2,MIRAFLORES,7.68,7.68,9.99,7.199999999999999,8.51
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ",USD700,1 dormitorio,1 baño,53 m²,2000.0,S/.200,Apartamento,Alquiler,9 dic. 2022 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-ff26-f74353bf1430-96944880-9d1e-42cd,2590.0,53.0,1,1,SAN ISIDRO,8.86,8.86,9.986792452830189,4.84,8.51
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,25 m²,2000.0,S/.100,Habitación,Alquiler,14 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-9cf1-f9d90bd80781-fdf3a3e2-910e-45d8,1200.0,25.0,1,1,SAN BORJA,8.86,8.86,9.987027027027027,4.84,8.51
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ","S/.2,000",1 dormitorio,1 baño,65 m²,2000.0,S/.200,Apartamento,Alquiler,11 ene. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-918d-417bbd6bb24a-5ef85850-a3dc-120d,2000.0,65.0,1,1,SAN ISIDRO,8.86,8.86,9.991683991683992,4.84,8.51
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,000",1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 2 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-3e86-e94212b918fe-f7459d85-b549-4d36,1000.0,40.0,1,1,SAN BORJA,8.86,8.86,9.993243243243242,4.84,8.51
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","S/.1,700",1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por GG BIENES RAICES",https://www.properati.com.pe/detalle/14032-32-8a7c-1c11ba48cc18-81dd7f90-89f5-44fe,1700.0,40.0,1,1,SAN ISIDRO,8.86,8.86,9.988513513513514,4.84,8.51
Apartamento en alquiler en Ur. Balconcillo,"Ur. Balconcillo, La Victoria, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,70 m²,2022.0,S/.220,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-e3b5-9a203a30add5-7dad7ce7-b882-4c54,2300.0,70.0,3,2,LA VICTORIA,7.06,7.06,9.99111969111969,8.42,8.5
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.3,213",2 dormitorios,3 baños,125 m²,1990.0,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Cesar Muñoz",https://www.properati.com.pe/detalle/14032-32-662b-cc5836dea45b-43710f55-b421-3aa3,3213.0,125.0,2,3,MIRAFLORES,7.68,7.68,9.993052972972974,7.140000000000001,8.5
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",USD790,2 dormitorios,2 baños,65 m²,2013.0,S/.240,Apartamento,Alquiler,27 mar. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-da0a-e81c3582dd8c-108951d9-87b8-4123,2923.0,65.0,2,2,MIRAFLORES,7.68,7.68,9.987846153846153,7.16,8.5
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD900,2 dormitorios,3 baños,180 m²,1990.0,S/.400,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por DOMUS REAL ESTATE ",https://www.properati.com.pe/detalle/14032-32-21a-266fd34a1a6b-988b1322-b798-47a5,3330.0,180.0,2,3,MIRAFLORES,7.68,7.68,9.995000000000001,7.140000000000001,8.5
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,90 m²,2013.0,S/.1,Apartamento,Alquiler,26 mar. 2023 - Publicado por Luis Joya Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-cc07-818aa7b9af2c-55dcc8f0-a622-120d,2590.0,90.0,2,2,MIRAFLORES,7.68,7.68,9.992222222222223,7.16,8.5
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",USD620,1 dormitorio,1 baño,49 m²,1998.0,S/.350,Apartamento,Alquiler,22 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-d888-54606aac676f-72bdbc14-80f1-4b15,2294.0,49.0,1,1,SAN ISIDRO,8.86,8.86,9.98734693877551,4.76,8.49
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","USD1,100",1 dormitorio,1 baño,25 m²,2000.0,,Habitación,Alquiler,14 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-ef68-59a97aefd80e-91c89fe5-b275-425d,4070.0,25.0,1,1,SAN BORJA,8.86,8.86,9.956,4.84,8.49
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD900,2 dormitorios,2 baños,100 m²,2012.0,S/.690,Apartamento,Alquiler,"Hace 1 semana, 18 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d8c9-2d992ccedc6d-5b23d140-9325-120d,3330.0,100.0,2,2,MIRAFLORES,7.68,7.68,9.991,7.12,8.49
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,84 m²,2012.0,S/.400,Apartamento,Alquiler,"Hace 1 día, 19 horas - Publicado por Intermediación Inmobiliaria – CHS",https://www.properati.com.pe/detalle/14032-32-fb0c-a754f883812a-3094fa58-8746-4ecb,3145.0,84.0,2,2,MIRAFLORES,7.68,7.68,9.989880952380952,7.12,8.49
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,85 m²,2012.0,S/.700,Apartamento,Alquiler,2 feb. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-ace-3805761c4b55-6df83312-9382-486f,3145.0,85.0,2,2,MIRAFLORES,7.68,7.68,9.99,7.12,8.49
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD990,2 dormitorios,2 baños,110 m²,2010.0,S/.500,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-767c-a214d6e80fe4-1567cfe9-984f-4f9c,3663.0,110.0,2,2,MIRAFLORES,7.68,7.68,9.991,7.039999999999999,8.48
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,90 m²,2010.0,S/.370,Apartamento,Alquiler,13 mar. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-e1c4-b2d83d055111-faeea735-a9d6-500e,3145.0,90.0,2,2,MIRAFLORES,7.68,7.68,9.990555555555556,7.039999999999999,8.48
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD690,2 dormitorios,2 baños,60 m²,2010.0,S/.250,Apartamento,Alquiler,15 mar. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-ba40-e43e7527e994-decba1fd-9a35-456b,2553.0,60.0,2,2,MIRAFLORES,7.68,7.68,9.9885,7.039999999999999,8.48
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,82 m²,2010.0,S/.400,Apartamento,Alquiler,22 mar. 2023 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-4e83-9c6105d70f23-c445dd71-8442-4449,2590.0,82.0,2,2,MIRAFLORES,7.68,7.68,9.991463414634147,7.039999999999999,8.48
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD900,2 dormitorios,2 baños,103 m²,2010.0,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA",https://www.properati.com.pe/detalle/14032-32-d823-cfb2289def34-6e71b2e0-9ba2-120d,3330.0,103.0,2,2,MIRAFLORES,7.68,7.68,9.99126213592233,7.039999999999999,8.48
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","S/.2,400",2 dormitorios,2 baños,90 m²,2010.0,S/.300,Apartamento,Alquiler,18 mar. 2023 - Publicado por JM HOME INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-898a-625071f7fab9-17479999-a1bc-4a73,2400.0,90.0,2,2,MIRAFLORES,7.68,7.68,9.992792792792793,7.039999999999999,8.48
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,76 m²,2009.0,S/.338,Apartamento,Alquiler,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-43db-20573448b184-b471a63e-bbdd-4c40,3145.0,76.0,2,2,MIRAFLORES,7.68,7.68,9.988815789473684,7.0,8.47
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ","USD205,000",3 dormitorios,2 baños,117 m²,2013.0,S/.350,Apartamento,Alquiler,10 mar. 2023 - Publicado por OPCION UNO INMOBILIARIA S.A.C,https://www.properati.com.pe/detalle/14032-32-8519-cab47c4ff2fe-ad8574d5-a1f7-458d,758500.0,117.0,3,2,SAN BORJA,8.86,8.86,8.247863247863247,8.06,8.46
Apartamento en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ","S/.1,700",4 dormitorios,3 baños,80 m²,2000.0,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Peruconsultores",https://www.properati.com.pe/detalle/14032-32-d4cd-4b2e66054c72-b4183750-a599-120d,1700.0,80.0,4,3,SAN JUAN DE MIRAFLORES,6.62,6.62,9.994256756756757,9.04,8.45
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,2 baños,98 m²,2006.0,S/.400,Apartamento,Alquiler,15 mar. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-a57e-275d8ec4dcd7-1378276a-8256-4197,3700.0,98.0,2,2,MIRAFLORES,7.68,7.68,9.989795918367347,6.880000000000001,8.44
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,500",2 dormitorios,2 baños,104 m²,2005.0,S/.631,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Büro Propiedades",https://www.properati.com.pe/detalle/14032-32-a720-97f4e354d103-12e891a9-a560-4a09,5550.0,104.0,2,2,MIRAFLORES,7.68,7.68,9.985576923076923,6.84,8.43
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,80 m²,2004.0,,Apartamento,Alquiler,18 mar. 2023 - Publicado por JM HOME INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-928b-fb03e0d84cad-321c029e-a903-4a1c,2590.0,80.0,2,2,MIRAFLORES,7.68,7.68,9.99125,6.8,8.43
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,600",3 dormitorios,2 baños,144 m²,1982.0,,Apartamento,Alquiler,14 oct. 2022 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-509d-191e0ca9c86f-83438c79-bc63-4ffc,5920.0,144.0,3,2,MIRAFLORES,7.68,7.68,9.988888888888889,6.82,8.43
Apartamento en alquiler en Ur. Santa Beatriz,"Ur. Santa Beatriz, Jesús María, Lima, Lima ","S/.1,100",1 dormitorio,1 baño,40 m²,2000.0,,Apartamento,Alquiler,"Hace 5 días, 18 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-241c-f37fde555b4a-35b2a613-a935-413e,1100.0,40.0,1,1,JESUS MARIA,8.64,8.64,9.992567567567567,4.84,8.42
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Puente Piedra, Lima, Lima ",S/.700,3 dormitorios,1 baño,58 m²,2021.0,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-977f-7a4ada1c9871-93d946dc-bce0-4a27,700.0,58.0,3,1,PUENTE PIEDRA,7.32,7.32,9.996738117427773,7.4799999999999995,8.42
Apartamento en alquiler en Ur. Santa Beatriz,"Ur. Santa Beatriz, Jesús María, Lima, Lima ","S/.1,800",1 dormitorio,1 baño,50 m²,2000.0,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por RealWasi Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d829-d127d4d2b90f-6250c860-b026-120d,1800.0,50.0,1,1,JESUS MARIA,8.64,8.64,9.99027027027027,4.84,8.42
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,90 m²,2002.0,S/.350,Apartamento,Alquiler,9 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-4e15-75895301dc49-a57189c1-9bdc-4860,3145.0,90.0,2,2,MIRAFLORES,7.68,7.68,9.990555555555556,6.720000000000001,8.41
Casa en alquiler en Ur. Monte Carmelo,"Ur. Monte Carmelo, La Victoria, Lima, Lima ","S/.4,900",3 dormitorios,3 baños,260 m²,1988.0,,Casa,Alquiler,11 mar. 2023 - Publicado por JESUS ALTAMIRANO CONDEMARIN,https://www.properati.com.pe/detalle/14032-32-8d6f-9d019a7c4ff3-6bd3681a-a10b-4812,4900.0,260.0,3,3,LA VICTORIA,7.06,7.06,9.994906444906444,7.96,8.41
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Maria,"Ur. Chacarilla Santa Cruz Zona Santa Maria, San Isidro, Lima, Lima ",USD750,1 dormitorio,1 baño,55 m²,1988.0,,Apartamento,Alquiler,1 feb. 2023 - Publicado por LOGRA Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-e8c1-657e72009120-41d041e5-8c00-4745,2775.0,55.0,1,1,SAN ISIDRO,8.86,8.86,9.986363636363636,4.36,8.41
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",USD850,2 dormitorios,1 baño,73 m²,2023.0,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-c793-fafebc9ce007-364d074d-bfb2-4771,3145.0,73.0,2,1,MIRAFLORES,7.68,7.68,9.988356164383562,6.66,8.4
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,2 baños,100 m²,2000.0,S/.575,Apartamento,Alquiler,27 feb. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-ffea-74720b4f32c8-935120a3-875a-4276,4070.0,100.0,2,2,MIRAFLORES,7.68,7.68,9.989,6.64,8.4
Oficina en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","S/.19,061",1 dormitorio,3 baños,418 m²,2000.0,,Oficina,Alquiler,"Hace 2 semanas, 2 días - Publicado por Avanza Gestion Inmobiliaria E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-3c19-3ffa57b915c3-7c465bf6-a08e-32fc,19061.0,418.0,1,3,MIRAFLORES,7.68,7.68,9.987675546359757,6.64,8.4
