title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en As. Santa Clarita,"As. Santa Clarita, Ate, Lima, Lima ",S/.950,3 dormitorios,2 baños,74 m²,,,Apartamento,Alquiler,24 nov. 2022 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-a16a-c1828ec89989-fe7d8107-bbd8-42d6
Casa en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ","USD3,500",3 dormitorios,2 baños,570 m²,,,Casa,Alquiler,9 jul. 2022 - Publicado por ABC Inmuebles,https://www.properati.com.pe/detalle/14032-32-8f96-c575a376318e-c16ca76b-ad45-4358
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,90 m²,,S/.260,Apartamento,Alquiler,4 mar. 2023 - Publicado por RE/MAX Realty Group,https://www.properati.com.pe/detalle/14032-32-df3c-bce5496691b7-de446cdd-9587-4ff9
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ","USD8,000",4 dormitorios,3 baños,"1,477 m²",,,Casa,Alquiler,5 jul. 2021 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-60d3-7477ef7b7d0b-e71ed7d8-b175-4f3c
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,400",2 dormitorios,2 baños,191 m²,,S/.500,Apartamento,Alquiler,8 feb. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-951-68e3a4440cac-7a685b7c-9b11-4b75
Oficina en alquiler en San Isidro,"San Isidro, Lima, Lima ",USD700,7 dormitorios,2 baños,,83 m²,,Oficina,Alquiler,17 feb. 2023 - Publicado por  Maria  Testino Luna ,https://www.properati.com.pe/detalle/14032-32-e35c-98f37e5cbb83-af89da2a-9eb9-3a53
Apartamento en alquiler en Ur. Los Patricios (San Felipe),"Ur. Los Patricios (San Felipe), Jesús María, Lima, Lima ",USD800,3 dormitorios,2 baños,76 m²,2005,S/.268,Apartamento,Alquiler,28 feb. 2023 - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-998c-974062cc4d8a-2245523a-95d2-414d
Apartamento en alquiler en Ur. Huacrachuco,"Ur. Huacrachuco, Chorrillos, Lima, Lima ",USD400,1 dormitorio,1 baño,40 m²,2022,,Apartamento,Alquiler,7 mar. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-3fc3-a457482f39f2-59b0fc53-a20b-48b3
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",USD800,3 dormitorios,2 baños,93 m²,,S/.200,Apartamento,Alquiler,9 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d7ce-ddfcdf65657c-ce6ed8b-b846-4237
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ","USD1,100",3 dormitorios,3 baños,165 m²,2012,S/.520,Apartamento,Alquiler,7 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6686-d14e38a7960f-511d3214-b40d-48a8
Apartamento en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ","Consultar
                        ",3 dormitorios,2 baños,106 m²,2013,S/.220,Apartamento,Alquiler,1 jun. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-ee67-3996ddb2cb27-5d7ef26a-aaeb-4024
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.1,700",1 dormitorio,1 baño,40 m²,,,Apartamento,Alquiler,5 mar. 2023 - Publicado por Century 21 Prestigia,https://www.properati.com.pe/detalle/14032-32-f897-95a7ecda825d-2b8516c7-bb50-3ab1
Apartamento en alquiler en Ur. German Astete,"Ur. German Astete, La Perla, Callao, Callao ","S/.1,600",3 dormitorios,2 baños,82 m²,,,Apartamento,Alquiler,24 feb. 2023 - Publicado por Century 21 Prestigia,https://www.properati.com.pe/detalle/14032-32-82fc-88ca67d6c349-f3e6d089-b3c0-3e5d
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,200",2 dormitorios,2 baños,106 m²,,,Apartamento,Alquiler,31 ene. 2023 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-52e6-440e2a7f48e5-c01cc136-a13c-4eef
Apartamento en alquiler en Fundo Monterrico Chico,"Fundo Monterrico Chico, Provincia de Lima, Provincia de Lima ","USD1,100",3 dormitorios,3 baños,131 m²,2012,S/.380,Apartamento,Alquiler,16 jul. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-371e-3ef3f5639118-a919ffa5-80d7-4b81
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,161 m²,1968,S/.800,Apartamento,Alquiler,8 dic. 2022 - Publicado por RE/MAX Realty Group,https://www.properati.com.pe/detalle/14032-32-946-564c1a5a28df-994ccb3d-bb5e-4fe4
Casa en alquiler en Piura,"Piura, Piura, Piura ","USD1,500",6 dormitorios,7 baños,500 m²,2019,,Casa,Alquiler,11 feb. 2023 - Publicado por GP Inmobiliaria pe,https://www.properati.com.pe/detalle/14032-32-a1ca-2c89a37c3878-c22f7fe4-9c8e-4a02
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,94 m²,,S/.220,Apartamento,Alquiler,11 ene. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d479-e9ddef853b15-ad4a2249-9cc8-469c
Casa en alquiler en Piura,"Piura, Piura, Piura ","USD1,250",3 dormitorios,5 baños,200 m²,2018,S/.200,Casa,Alquiler,17 feb. 2023 - Publicado por GP Inmobiliaria pe,https://www.properati.com.pe/detalle/14032-32-8993-ac1e30268e58-9ec3ad03-904f-4d94
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, Magdalena del Mar, Lima, Lima ",USD750,1 dormitorio,1 baño,45 m²,2021,,Apartamento,Alquiler,3 mar. 2023 - Publicado por RE/MAX Dreams pe,https://www.properati.com.pe/detalle/14032-32-cec6-2e0471f70181-6ff1747-a253-46d0
Apartamento en alquiler en San Borja,"San Borja, Lima, Lima ",USD800,3 dormitorios,2 baños,95 m²,,S/.200,Apartamento,Alquiler,8 feb. 2023 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-c319-f2c2ca7db955-e17a629c-9920-409d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,85 m²,85 m²,,Apartamento,Alquiler,3 dic. 2022 - Publicado por Inmobiliaria Portella,https://www.properati.com.pe/detalle/14032-32-da3e-1656cdda5e4b-43ee054d-8dc9-3c7a
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Pueblo Libre, Lima, Lima ","S/.2,500",3 dormitorios,3 baños,150 m²,2012,S/.180,Apartamento,Alquiler,5 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-4a71-663fa8f57892-21a9862b-92fb-4f8d
Casa en alquiler en Ur. Micaela Bastidas,"Ur. Micaela Bastidas, Los Olivos, Lima, Lima ","USD3,800",5 dormitorios,5 baños,540 m²,2002,,Casa,Alquiler,7 feb. 2023 - Publicado por Remax Plaza,https://www.properati.com.pe/detalle/14032-32-c77b-a1c3e6fce978-bbb3fff3-a727-46ec
Apartamento en alquiler en Ur. Vista Alegre,"Ur. Vista Alegre, Santiago de Surco, Lima, Lima ","S/.4,100",3 dormitorios,3 baños,92 m²,2023,S/.280,Apartamento,Alquiler,3 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d3e7-943e2c1fef5e-fc217ab8-a99e-4080
Apartamento en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ","S/.2,500",2 dormitorios,2 baños,75 m²,2015,,Apartamento,Alquiler,3 mar. 2023 - Publicado por Remax Diamond,https://www.properati.com.pe/detalle/14032-32-3cdb-262ac65a8eac-9e9a34c7-894d-40b9
Apartamento en alquiler en Ur. Valle Hermoso Residencial Etapa Ii,"Ur. Valle Hermoso Residencial Etapa Ii, Santiago de Surco, Lima, Lima ","USD1,400",3 dormitorios,3 baños,300 m²,2010,S/.480,Apartamento,Alquiler,17 feb. 2023 - Publicado por COLUMBUS INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-8a8a-37ccd979c701-c92c721d-83dc-4073
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD2,600",3 dormitorios,3 baños,330 m²,2000,"S/.1,350",Apartamento,Alquiler,13 dic. 2022 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-7444-44dd48a9da8f-af958a24-92e8-414d
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,3 baños,112 m²,,S/.570,Apartamento,Alquiler,22 feb. 2023 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-972e-fb714669d198-9bf7fafe-990b-48da
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ","USD1,500",3 dormitorios,2 baños,115 m²,2008,S/.900,Apartamento,Alquiler,6 oct. 2022 - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-6d61-cee736aea1bb-3818e47d-a30f-4dd1
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ","USD2,000",3 dormitorios,2 baños,1 Medio baño,2003,,Apartamento,Alquiler,29 ago. 2022 - Publicado por Ida Rubini Vargas,https://www.properati.com.pe/detalle/14032-32-e8d3-4a0bf908574f-4ec2818c-87c2-31eb
Apartamento en alquiler en Urbanización Zárate,"Urbanización Zárate, San Juan De Lurigancho, Lima, Lima ","S/.1,000",3 dormitorios,1 baño,,,,Apartamento,Alquiler,4 mar. 2023 - Publicado por MSW Perú Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-ba51-53a5dddb3e53-56747550-a50a-120d
Apartamento en alquiler en Ur. Nueva Castilla,"Ur. Nueva Castilla, Santiago de Surco, Lima, Lima ",USD980,3 dormitorios,3 baños,140 m²,2018,,Apartamento,Alquiler,3 mar. 2023 - Publicado por Milagros Ormeño,https://www.properati.com.pe/detalle/14032-32-a20e-8df9ef4bc2e4-66fe14db-b5f6-4e01
Habitación en alquiler en Hu. Cercado De La Perla,"Hu. Cercado De La Perla, La Perla, Callao, Callao ","USD12,000",17 dormitorios,2 baños,12 Medios baños,2018,S/.1,Habitación,Alquiler,3 mar. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-5310-5d9a7e423d7d-c00b4355-84dd-44a4
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD3,050",3 dormitorios,3 baños,173 m²,,"S/.1,100",Apartamento,Alquiler,26 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-dbf9-138ed6ee263f-170e0d2-893c-4192
Casa de playa en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ","USD1,300",4 dormitorios,4 baños,1 Medio baño,2015,,Casa de playa,Alquiler,22 set. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-ea-728c6c1589b0-881aa977-8bfd-4826
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",USD990,4 dormitorios,3 baños,"1,024 m²",2021,S/.450,Casa,Alquiler,16 nov. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-554b-98555dea96c9-2026c44a-bb98-4d18
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ","USD1,600",5 dormitorios,6 baños,"1,024 m²",2018,,Casa,Alquiler,11 oct. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-798d-feeda2f11d87-b9d5c66c-b41a-4128
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,200 m²,2006,S/.650,Apartamento,Alquiler,31 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-11ec-7377078ccf67-355c7069-b65d-5016
Casa de playa en alquiler en Cerro Azul,"Cerro Azul, Cañete, Lima ","USD1,000",4 dormitorios,4 baños,1 Medio baño,2022,,Casa de playa,Alquiler,16 nov. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-7f65-2071f8302930-f0db32e9-879e-478c
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,1 dormitorio,1 baño,50 m²,2014,S/.221,Apartamento,Alquiler,6 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-e1-70648799a85f-217000ee-ba69-4f43
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD950,2 dormitorios,3 baños,85 m²,2013,S/.450,Apartamento,Alquiler,27 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-aa29-e9f2a37908b5-24e1ae20-8b1c-447d
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ","USD2,650",3 dormitorios,3 baños,450 m²,1995,S/.1,Apartamento,Alquiler,9 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-8bc1-c853fbbb192a-f1f878a9-8f59-40b1
Apartamento en alquiler en Ur. Maranga Etapa Iii,"Ur. Maranga Etapa Iii, San Miguel, Lima, Lima ","S/.1,600",2 dormitorios,1 baño,53 m²,1990,,Apartamento,Alquiler,3 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-30f2-2c7a63c4abc-58b92a4c-b5fb-4960
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ","S/.2,800",2 dormitorios,3 baños,115 m²,2010,S/.1,Apartamento,Alquiler,2 ene. 2023 - Publicado por Danitza Zapata Tomassini,https://www.properati.com.pe/detalle/14032-32-f3d4-6a7543e8e7e7-ce8dfe33-b397-4d4c
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ","USD2,500",5 dormitorios,5 baños,300 m²,2017,,Casa,Alquiler,26 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-8572-4c3c43423cfd-3c8de3a5-82b8-4692
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",USD800,3 dormitorios,3 baños,170 m²,,S/.280,Apartamento,Alquiler,20 oct. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-688b-1375a15a8fcd-ecd54b3a-bd38-403d
Apartamento en alquiler en Ur. San German Etapa I,"Ur. San German Etapa I, San Martín de Porres, Lima, Lima ",S/.900,1 dormitorio,1 baño,35 m²,1998,S/.1,Apartamento,Alquiler,3 mar. 2023 - Publicado por REMAX LIBERTY,https://www.properati.com.pe/detalle/14032-32-4f74-536873775d31-cc92dccb-a9f3-4f38
Apartamento en alquiler en Urb Haras Tyber,"Urb Haras Tyber, Provincia de Lima, Provincia de Lima ","S/.1,300",1 dormitorio,1 baño,15 m²,,,Apartamento,Alquiler,26 oct. 2022 - Publicado por Century 21 Central,https://www.properati.com.pe/detalle/14032-32-61ea-302e3e59a505-6bb0871b-8f87-315a
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ","USD2,990",3 dormitorios,4 baños,355 m²,2018,"S/.1,100",Apartamento,Alquiler,15 ago. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-e0ca-fa1410aff861-caeb33ac-8072-4c39
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ","USD1,207",3 dormitorios,4 baños,132 m²,2015,S/.380,Apartamento,Alquiler,14 ago. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-ae1c-a909eb3775d7-cff891cd-a943-4dba
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.1,800",2 dormitorios,1 baño,90 m²,2008,S/.1,Apartamento,Alquiler,2 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-6c7c-7f19d2f767d2-4dabc45b-a3a1-4c76
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,3 baños,190 m²,2002,S/.580,Apartamento,Alquiler,1 feb. 2023 - Publicado por LOGRA Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-1618-5805e38df61b-6103048c-bae4-4e3c
Apartamento en alquiler en Urb Costa Sur,"Urb Costa Sur, Provincia de Lima, Provincia de Lima ","S/.2,250",1 dormitorio,2 baños,58 m²,,,Apartamento,Alquiler,17 ago. 2022 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-b21f-316324697aa5-414bde3d-8767-483f
Apartamento en alquiler en Urb Huertos de San Antonio,"Urb Huertos de San Antonio, Provincia de Lima, Provincia de Lima ",USD650,3 dormitorios,2 baños,165 m²,2000,S/.200,Apartamento,Alquiler,10 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-fbcb-f235e92e9a0-8c1a18c3-8895-4bc8
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ","USD2,700",3 dormitorios,3 baños,1 Medio baño,218 m²,,Apartamento,Alquiler,9 nov. 2022 - Publicado por Carmen Lucia Alvarez Sànchez,https://www.properati.com.pe/detalle/14032-32-3186-49327fabd9dc-434ba83a-994b-3570
Apartamento en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ",USD650,3 dormitorios,2 baños,170 m²,1990,S/.200,Apartamento,Alquiler,28 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-58bf-a75a26f50657-d3e8e44f-ab50-4c0f
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,200",4 dormitorios,3 baños,156 m²,2011,S/.450,Apartamento,Alquiler,1 mar. 2023 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-fd2b-fa8e8374ef47-a9b776e9-aff2-4ab4
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD2,200",3 dormitorios,2 baños,200 m²,1996,S/.740,Apartamento,Alquiler,1 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-1bda-ae285943ffc4-70cdde0f-b5b5-428f
Apartamento en alquiler en Ur. Los Tulipanes,"Ur. Los Tulipanes, Miraflores, Lima, Lima ","S/.4,000",3 dormitorios,2 baños,121 m²,2018,S/.280,Apartamento,Alquiler,22 ene. 2023 - Publicado por CCE REALTOR - #CierraConEva,https://www.properati.com.pe/detalle/14032-32-33c9-f4ebbe9a4d85-26f10c68-b685-4b62
Apartamento en alquiler en Urb las Gardenias Etapa 1,"Urb las Gardenias Etapa 1, Provincia de Lima, Provincia de Lima ","S/.1,200",1 dormitorio,1 baño,30 m²,2020,S/.1,Apartamento,Alquiler,23 abr. 2022 - Publicado por NNK PERU SAC,https://www.properati.com.pe/detalle/14032-32-3ec1-6943670a3c82-b4c53102-b86e-4e0c
Casa en alquiler en San Ramón,"San Ramón, Tambo Grande, Piura, Piura ","S/.2,800",7 dormitorios,3 baños,312 m²,,,Casa,Alquiler,2 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-8b07-d83c373dd897-52255242-98c3-478c
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","USD1,100",3 dormitorios,2 baños,124 m²,,S/.400,Apartamento,Alquiler,1 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-694a-fd96106fb6c6-323ecb67-949a-40a6
Apartamento en alquiler en Ur. Las Brisas,"Ur. Las Brisas, Chiclayo, Chiclayo, Lambayeque ","S/.1,000",3 dormitorios,1 baño,90 m²,2000,,Apartamento,Alquiler,15 nov. 2022 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-5b2a-fb5156f3cdc0-15755d8f-86a7-43b7
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",USD800,3 dormitorios,3 baños,86 m²,2012,S/.300,Apartamento,Alquiler,10 ene. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-41d2-2a28d767d2a7-4257d844-8f1b-4c58
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel,"Ur. Chacarilla Santa Cruz Zona Santa Isabel, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,3 baños,120 m²,2017,,Apartamento,Alquiler,28 feb. 2023 - Publicado por J&P Boutique Inmobiliaria Perú,https://www.properati.com.pe/detalle/14032-32-168a-e9b070553ad4-2ff1474c-8321-424a
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD750,1 dormitorio,1 baño,70 m²,2012,S/.420,Apartamento,Alquiler,6 dic. 2022 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-b22b-9168decfdefe-9693e428-874f-4d1d
Apartamento en alquiler en San Felipe,"San Felipe, Provincia de Lima, Provincia de Lima ",USD850,2 dormitorios,2 baños,75 m²,2018,,Apartamento,Alquiler,7 jun. 2022 - Publicado por DCITY Inmobiliaria   -  Denisse Soto & Asociados,https://www.properati.com.pe/detalle/14032-32-9eb2-72eff95e4d5f-de0fbff1-b96f-4d87
Casa en alquiler en Lurin,"Lurin, Lima, Lima ","S/.1,200",3 dormitorios,1 baño,150 m²,,,Casa,Alquiler,28 feb. 2023 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-c9dd-ed5ac183e59d-9ab7d56e-8150-4747
Apartamento en alquiler en Barranco,"Barranco, Lima, Lima ",USD600,1 dormitorio,1 baño,60 m²,1987,S/.1,Apartamento,Alquiler,4 ene. 2023 - Publicado por Agentes Asociados,https://www.properati.com.pe/detalle/14032-32-e165-4f8a293979b3-b24648d4-b4aa-4e00
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD1,200",3 dormitorios,3 baños,110 m²,2010,S/.380,Apartamento,Alquiler,26 dic. 2022 - Publicado por Agentes Asociados,https://www.properati.com.pe/detalle/14032-32-1250-4ee6de009722-f8af4558-a625-44e6
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ","USD1,800",3 dormitorios,3 baños,114 m²,2016,S/.550,Apartamento,Alquiler,14 oct. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-eb2c-9f47874d20c5-786aa543-8e3b-42c0
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","USD1,100",2 dormitorios,3 baños,130 m²,2005,S/.600,Apartamento,Alquiler,26 feb. 2023 - Publicado por Francisca Julia Sànchez Alvizuri,https://www.properati.com.pe/detalle/14032-32-b5ae-e30b153f50d4-57f12ba0-8b95-120d
Casa en alquiler en El Palomar,"El Palomar, Provincia de Lima, Provincia de Lima ","USD8,500",8 dormitorios,6 baños,1 Medio baño,1997,,Casa,Alquiler,29 ago. 2022 - Publicado por Lorena Grande Valle Riestra,https://www.properati.com.pe/detalle/14032-32-b28c-58ee1d5f8cfe-1abee606-a619-3daa
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",USD650,1 dormitorio,1 baño,57 m²,,S/.167,Apartamento,Alquiler,12 oct. 2022 - Publicado por Marlene Y García Ordóñez,https://www.properati.com.pe/detalle/14032-32-af7-6600f6a012c-212716d4-9760-40e3
Apartamento en alquiler en Co. Vipol El Alamo,"Co. Vipol El Alamo, Comas, Lima, Lima ",S/.950,3 dormitorios,1 baño,62 m²,2022,S/.110,Apartamento,Alquiler,28 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-4e-1ad85df4de4b-3a8250fb-9e2b-4936
Casa en alquiler en Lima Polo and Hunt Club,"Lima Polo and Hunt Club, Provincia de Lima, Provincia de Lima ","USD2,250",3 dormitorios,2 baños,312 m²,1997,,Casa,Alquiler,6 jul. 2022 - Publicado por ABC Inmuebles,https://www.properati.com.pe/detalle/14032-32-2717-ce3f2fd0fc3d-ea1f31bd-acd1-4700
Casa en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ","S/.11,000",10 dormitorios,10 baños,165 m²,2015,,Casa,Alquiler,24 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3ed6-515c72162e41-263f2e17-b794-47ac
Casa en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD3,000",10 dormitorios,10 baños,250 m²,2011,,Casa,Alquiler,16 ene. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-12b3-3941988bded1-423779e9-9ad3-4105
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",USD800,3 dormitorios,3 baños,91 m²,2004,,Apartamento,Alquiler,2 nov. 2021 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-bedb-4b547115ceea-c190f7fc-a186-4d9b
Apartamento en alquiler en Ur. Santa Rosa De Surco,"Ur. Santa Rosa De Surco, Santiago de Surco, Lima, Lima ",USD950,3 dormitorios,4 baños,140 m²,2013,,Apartamento,Alquiler,27 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-e721-a461b49f40b-25f54c8a-858c-424b
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","USD1,400",3 dormitorios,3 baños,200 m²,2000,S/.630,Apartamento,Alquiler,27 feb. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-ad5a-df72fccaf31d-79f1a330-97c2-4965
Casa de playa en alquiler en Provincia de Cañete,"Provincia de Cañete, Gobierno Regional de Lima ","USD1,000",4 dormitorios,3 baños,,,,Casa de playa,Alquiler,8 ene. 2022 - Publicado por Asesoria Inmobiliaria Alkon,https://www.properati.com.pe/detalle/14032-32-54d-b40441026a62-b112d261-98e2-42e9
